username,num_nominations,url
zenaviart,1,https://twitter.com/zenaviart
claracxw,1,https://twitter.com/claracxw
MOTHER_RUSSSIA_,1,https://twitter.com/MOTHER_RUSSSIA_
MomoUhOh,1,https://twitter.com/MomoUhOh
mintmaker,1,https://twitter.com/mintmaker
mumbot,1,https://twitter.com/mumbot
sorrellkerrison,1,https://twitter.com/sorrellkerrison
tanya_4d,1,https://twitter.com/tanya_4d
ryptorn,1,https://twitter.com/ryptorn
LuxElenaLux,1,https://twitter.com/LuxElenaLux
leeleeleelee337,1,https://twitter.com/leeleeleelee337
ellinaraincorn,1,https://twitter.com/ellinaraincorn
KatamkMk,1,https://twitter.com/KatamkMk
brush_busy,1,https://twitter.com/brush_busy
adayintheskyart,1,https://twitter.com/adayintheskyart
meancat13,1,https://twitter.com/meancat13
ludamilaludok,1,https://twitter.com/ludamilaludok
LanaLebed2,1,https://twitter.com/LanaLebed2
georgieyana,1,https://twitter.com/georgieyana
neentae,1,https://twitter.com/neentae
ina_vare,1,https://twitter.com/ina_vare
devinjaneart,1,https://twitter.com/devinjaneart
KitaniWorld,1,https://twitter.com/KitaniWorld
Madametheband,1,https://twitter.com/Madametheband
emmavolou_,1,https://twitter.com/emmavolou_
sianmorson,1,https://twitter.com/sianmorson
AKaiMorton,1,https://twitter.com/AKaiMorton
les_dore,1,https://twitter.com/les_dore
grimemonday,1,https://twitter.com/grimemonday
adakhun,1,https://twitter.com/adakhun
coin_artist,1,https://twitter.com/coin_artist
Almithera_,1,https://twitter.com/Almithera_
jordanbayne,1,https://twitter.com/jordanbayne
tayodamnshoes,1,https://twitter.com/tayodamnshoes
